doc_id,source,platform,url,posted_date,rating,raw_text,is_relevant,is_myntra_specific,intent,barriers,information_gap,emotional_state,journey_stage,evidence_strength,evidence_span,new_pattern_note
play_5157dc0c-b684-4ebd-a734-8c1ac0e6ed68,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,experiencing good,True,False,latent_intent,none,,confident,evaluation,weak_inference,experiencing good,
play_53561b83-9f30-41f9-a3fa-7d224259699d,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,gorgus,True,False,latent_intent,none,,excited,evaluation,weak_inference,gorgus,
play_434970d1-e275-4294-aa23-aeaee22356ee,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very good,True,False,latent_intent,none,,confident,evaluation,weak_inference,very good,
play_79554f53-13a4-4781-a8d3-aae7b2abd275,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,"I had a wonderful experience shopping with Myntra! The delivery was quick, and the discounts and offers were amazing. They have a huge collection with plenty of options to choose from. Overall, a great shopping experience! ⭐⭐⭐⭐⭐",True,True,latent_intent,none,,excited,post_purchase,explicit,"The delivery was quick, and the discounts and offers were amazing.",
play_8b7b76a5-ecd6-4b67-b1e5-446b1d9db6ed,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,good service best price I have got,True,False,latent_intent,none,,confident,purchase,explicit,good service best price I have got,
play_8e99e933-c865-40a6-b461-bf49ff33f527,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,owwwww!!!!!,False,False,unclear,none,,curious,unclear,weak_inference,,
play_ca631202-a037-490e-8a2d-dae449ee3870,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Good App for shopping,True,True,latent_intent,none,,confident,discovery,weak_inference,Good App for shopping,
play_7a05fb86-f7b3-477a-8687-7e2e690623a2,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Most decent and good items,True,True,latent_intent,none,,confident,discovery,weak_inference,Most decent and good items,
play_85f368e4-b792-4ba3-8068-6f65fe304a30,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,good app and very good products,True,True,latent_intent,none,,confident,discovery,weak_inference,good app and very good products,
play_b4b1948c-276e-4ace-b93e-e4159e702492,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,4,Myntra is the best for online shopping,True,True,latent_intent,none,,confident,discovery,weak_inference,Myntra is the best for online shopping,
play_f6ec7109-ed9d-4f4d-a422-65293ed749ad,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,fake application don't use this application 😡😡😡,False,True,unclear,authenticity_trust,,frustrated,unclear,explicit,fake application don't use this application,
play_1b393245-0ea0-4230-8262-13e99109443d,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,worst app maine ek bedsheet order kii thi jo kii mujhe different color kii mili thi 1 week ho gya return request raise kiye 5 baar customer care pe baat kri abhi tak return nhi hua I am highly disappointed ☹️ isse achha flipkart hai wrong product delivered hone pe return ho jaata hai myntra what is this behaviour 😡 I am ur insider member why u are not returning my product,True,True,latent_intent,delivery_returns|quality_uncertainty,return and pickup status,frustrated,post_purchase,explicit,maine ek bedsheet order kii thi jo kii mujhe different color kii mili thi 1 week ho gya return request raise kiye,
play_4124d17e-6e7d-41ce-b42e-364852c842fc,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,good 👍,True,True,latent_intent,none,,confident,discovery,weak_inference,good 👍,
play_26b32588-d136-4744-9d0e-f5502f73b9ad,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very nice app and products,True,True,latent_intent,none,,confident,discovery,weak_inference,very nice app and products,
play_32c8ac16-7084-4518-958f-7b4f9ab5b087,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Great quality product,True,True,latent_intent,none,,confident,post_purchase,explicit,Great quality product,
play_f206eeb6-2aee-455b-81bc-473a8f9d8d44,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,best app for fashions,True,True,latent_intent,none,,confident,discovery,weak_inference,best app for fashions,
play_4d8e93b2-de85-4091-906e-9febda3ff85a,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Best,True,True,latent_intent,none,,confident,discovery,weak_inference,Best,
play_ecefa1f5-947c-426b-8e2e-a773ca29a552,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,good experience to buy and product quality was so good,True,True,latent_intent,none,,confident,post_purchase,explicit,good experience to buy and product quality was so good,
play_63a598e8-9dfa-4030-b5d4-3846d8e7f15b,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,awesome & secure,True,True,latent_intent,none,,confident,discovery,weak_inference,awesome & secure,
play_a9660fd8-bdec-4fb4-a601-78456d327569,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,all 👍,True,True,latent_intent,none,,confident,discovery,weak_inference,all 👍,
play_98e2b9ba-8b68-44e2-a26c-bac6c12aaf55,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,best quality clothes,True,True,latent_intent,none,,confident,discovery,weak_inference,best quality clothes,
play_4de43ffe-ca4d-4b80-b705-8f0e7198544b,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Nice quality,True,True,latent_intent,none,,confident,discovery,weak_inference,Nice quality,
play_1e57d83a-2ae8-45d9-85a4-c15068bebe0c,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,more collection for all,True,True,latent_intent,none,,confident,discovery,weak_inference,more collection for all,
play_d0128657-eb9e-4778-bbd6-4c1824a36764,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,awesome,True,True,latent_intent,none,,confident,discovery,weak_inference,awesome,
play_e5a3d223-4e3b-42d9-b7ba-b596b7964383,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,मैने 3k sleeper buy lkkya myntra se only 10 dino mein uska chamda upar se nikal gaya hai ekdum khrab product diya hai aab wapas nhi kr rhee hi koi yahan se product na le anyta fas sakte hai,True,True,latent_intent,quality_uncertainty|delivery_returns,product durability and return compliance,frustrated,post_purchase,explicit,only 10 dino mein uska chamda upar se nikal gaya hai ekdum khrab product diya hai aab wapas nhi kr rhee hi,
play_b4b9b1b5-1703-4bf3-a5b6-e6a38dbcfef7,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,"very bad experience about refund. Abnormal delay in pickup and using customer's money illigally. Please look into it. ordered for Brownish colour shirt , delivered black shirt. Its truly unprofessional.",True,True,latent_intent,delivery_returns|quality_uncertainty,refund processing time,frustrated,post_purchase,explicit,Abnormal delay in pickup and using customer's money illigally.,
play_8cf58495-9519-461d-b566-7e24ed37fd72,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very nice experience of mine,False,False,unclear,none,,confident,post_purchase,weak_inference,very nice experience of mine,
play_3636e8de-c84b-46d1-a0ff-4853d1d7db45,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Genuine Original items delivered with same quality as shown,True,False,unclear,none,,confident,post_purchase,explicit,Genuine Original items delivered with same quality as shown,
play_8f919f94-c22f-4488-9fa0-c05130ad8457,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,amazing,False,False,unclear,none,,excited,unclear,weak_inference,amazing,
play_48545b9f-a79b-4219-a7df-2546b14c5592,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,nice shopping app,False,False,unclear,none,,confident,unclear,weak_inference,nice shopping app,
play_7fc2d3fa-d38f-4fa9-9308-c93894134223,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,trusted myntra loves myntra .hii,True,True,unclear,none,,confident,post_purchase,explicit,trusted myntra loves myntra,
play_ca2b09a7-049c-4feb-96d5-b16df6430e9e,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very fast delivery,True,False,unclear,none,,confident,post_purchase,explicit,very fast delivery,
play_2e3ba761-70ad-4199-8443-b1cf38f256f9,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,beat app and best quality products are resnanable here,True,False,unclear,none,,confident,post_purchase,explicit,best quality products are resnanable here,
play_afc89602-d29b-48cf-ae49-9e6f7f602d1e,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,nice app,False,False,unclear,none,,confident,unclear,weak_inference,nice app,
play_cb9f9463-d52f-44ed-95d3-7437aa389261,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,great opportunity,False,False,unclear,none,,curious,unclear,weak_inference,great opportunity,
play_65c2103d-d0d1-4fcc-9b17-b7ad67f8b933,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,myntra is the best shopping plateform.,True,True,unclear,none,,confident,post_purchase,explicit,myntra is the best shopping plateform.,
play_76508d15-48b0-4cdc-a85a-2bda95cc2550,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,wow....very good product and delivery 🚚 fast,True,False,unclear,none,,excited,post_purchase,explicit,very good product and delivery 🚚 fast,
play_958acda8-4abe-4ed3-8983-50ae91c0ceb5,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,isse accha aur bharosemand koi app nhi hai,True,True,unclear,none,,confident,post_purchase,explicit,isse accha aur bharosemand koi app nhi hai,
play_42739b35-9e9f-4658-890d-fdce75b46446,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,feel free fabric 👍 fitting is good,True,False,unclear,none,,confident,post_purchase,explicit,feel free fabric 👍 fitting is good,
play_956e444f-5ea3-4845-8e79-a97f9d8a9f15,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,awesome app for shopping,False,False,unclear,none,,confident,unclear,weak_inference,awesome app for shopping,
play_cef68d0c-4d87-42c1-9e7b-28aeb038eec1,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,good service,True,False,unclear,none,,confident,post_purchase,explicit,good service,
play_8b0a2773-0ccb-4654-8d1a-ed247ef0ca19,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,it shows good quality products and best in budget,True,False,unclear,none,,confident,post_purchase,explicit,it shows good quality products and best in budget,
play_27554d66-eedf-4e0e-9fa4-f2e8f9c687b5,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,good for clothes,True,False,unclear,none,,confident,post_purchase,explicit,good for clothes,
play_8bf23220-4a9c-470e-bc98-6bf41ce3d978,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Myntra made shopping awesome,True,True,unclear,none,,confident,post_purchase,explicit,Myntra made shopping awesome,
play_6bd3e260-b1f4-4b2f-85d5-6fface4d039e,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,best quality ever,True,False,unclear,none,,confident,post_purchase,explicit,best quality ever,
play_a66b72a2-51d9-40dd-ba37-76c60aa20ad4,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,excellent,False,False,unclear,none,,confident,unclear,weak_inference,excellent,
play_43403f15-7460-44d2-adf0-7b77fa165de2,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,4,product is so good and reasonable for price 😄,True,False,latent_intent,none,,excited,post_purchase,explicit,product is so good and reasonable for price 😄,
play_d205ebdf-2a4f-420d-b081-0470506adad6,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,good experience myntra fast delivery,True,True,latent_intent,none,,confident,post_purchase,explicit,good experience myntra fast delivery,
play_21b79beb-e7b4-4835-97ff-5047bd7a60da,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,4,"Looks pretty good, but should cross-check the prices first.",True,False,comparison_shortlist,needs_external_comparison|price_value,competitor pricing,indecisive,evaluation,explicit,should cross-check the prices first.,
play_0a5bd4e6-e476-42e5-800c-f9a78f195a39,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very nice shopping app,False,True,unclear,none,,confident,unclear,weak_inference,,
play_79dfa5b4-fcd5-40e8-9489-8a81a65ca932,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,nice experience,True,True,latent_intent,none,,confident,post_purchase,explicit,nice experience,
play_acda4848-39af-46cd-b130-fed6b7a4f3f0,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,great 👍,True,False,latent_intent,none,,excited,post_purchase,explicit,great 👍,
play_d8c10f95-e348-464a-bad2-5934860e4899,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very good experience 👌 👏 thank you soooo much 🙏,True,False,latent_intent,none,,excited,post_purchase,explicit,very good experience 👌 👏 thank you soooo much 🙏,
play_14e034d9-21be-43bb-bcca-f6fe735be107,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,supar,True,False,latent_intent,none,,confident,unclear,explicit,supar,
play_3e8713b1-49ee-4fc6-9907-263c508828f1,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,satisfactory,True,False,latent_intent,none,,confident,post_purchase,explicit,satisfactory,
play_6d175f89-af33-4441-b656-52fe643e8412,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very good platform,True,False,latent_intent,none,,confident,unclear,explicit,very good platform,
play_fe6975d4-da8c-4d3b-81e2-3c2e8ca453b9,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,wow...💗🕊,True,False,latent_intent,none,,excited,unclear,explicit,wow...💗🕊,
play_0748e3d7-0dc4-42aa-aba8-3ef831f73834,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,4,use too much AI pictures,True,False,inspiration,quality_uncertainty,real product appearance vs AI generated photos,skeptical,discovery,explicit,use too much AI pictures,
play_2197e555-c53d-4b70-b45d-59bd0d702b38,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,super productss,True,False,latent_intent,none,,confident,unclear,explicit,super productss,
play_31ce432e-0868-4188-bd8e-164f0c61d472,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very trust full App.,True,True,latent_intent,none,,confident,unclear,explicit,very trust full App.,
play_71a2249e-c0b2-4508-b5fa-d3651975fa97,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,Myntra is now turning into a very pathetic e-commerce platform. Had ordered footwear and was supposed to be delivered by Aug 12th. Then again it got rescheduled to Aug 15th. Both times it showed as out for delivery but the product was not delivered. Tried calling the agent but no response from the other end. Still have not received my order and it is showing out for delivery again. But the agent is not answering. Tried raising the issue twice but no help. Myntra customer care number is not wrkn,True,True,latent_intent,delivery_returns,delivery status and agent contact,frustrated,post_purchase,explicit,Had ordered footwear and was supposed to be delivered by Aug 12th.,
play_fa2ab709-9e38-4437-8e15-97fa0563dcb4,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,best app for quality clothes,True,True,latent_intent,none,,confident,unclear,explicit,best app for quality clothes,
play_9085dcfe-a992-4aec-a2dd-f121c72f6f3a,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,smooth like butter,True,False,latent_intent,none,,confident,unclear,explicit,smooth like butter,
play_04df8c2d-ae9a-4252-a885-815b83798d6d,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,worth the price and top notch quality and its hub of different brands,True,False,latent_intent,none,,confident,post_purchase,explicit,worth the price and top notch quality and its hub of different brands,
play_64d62b2a-f920-4018-a31c-87e50a26a911,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,nice products and there quality llm,True,False,latent_intent,none,,confident,post_purchase,explicit,nice products and there quality,
play_b1a0c504-2a2a-4a0a-977f-59512deb1412,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,"myntra sucks now a days, stop your AI agents right away",True,True,latent_intent,other,,frustrated,post_purchase,explicit,stop your AI agents right away,User frustration with AI customer support agents
play_ff585f38-b087-4c1b-8c37-cd3cd6ad5855,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Best Cloth shopping app. I regularly Using.,True,True,latent_intent,none,,confident,consideration,weak_inference,Best Cloth shopping app. I regularly Using.,
play_5d42d34c-1d29-4c9f-9096-a026d2b0b660,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,myntra doesn't give your payment back once order is returned I've faced this issue my money is sent in other bank and myntra is not taking responsibility and myntra is not solving issues and there is no option to change bank details separately,False,True,unclear,delivery_returns,,frustrated,post_purchase,explicit,myntra doesn't give your payment back once order is returned,
play_492d2d0b-aa73-49e0-8648-45e96198e214,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very great experience,True,True,latent_intent,none,,excited,evaluation,explicit,very great experience,
play_80bc52c0-3f33-4254-b0f1-d4a244722993,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,4,Sometimes the order gets delayed but overall it's a good app,True,True,latent_intent,delivery_returns,,frustrated,post_purchase,explicit,Sometimes the order gets delayed,
play_0a97aac0-d316-4c68-b3db-bca3ac4c3538,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,"Overpriced & No Return Very disappointing experience with Myntra. The product has an MRP of only ₹2,899, but I paid ₹700+ more than the MRP. On top of that, there is no return or exchange option available for this product. Customers should be clearly informed about such pricing and return restrictions before purchasing. Definitely not a satisfactory experience",True,True,latent_intent,price_value|delivery_returns,,frustrated,decision,explicit,Overpriced & No Return Very disappointing experience with Myntra.,
play_468ccc5c-e6a7-4686-a190-311420b46314,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,it was nice and easy for me to shop and look for items i needed,True,True,latent_intent,none,,confident,purchase,explicit,it was nice and easy for me to shop and look for items i needed,
play_ec24b79f-3ced-4afa-9ddd-4ca0099df11e,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,ok,False,False,unclear,none,,unclear,unclear,weak_inference,ok,
play_12492a98-f605-47f4-96ab-8c9d5b4d9f27,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,best clothing,True,False,latent_intent,none,,confident,evaluation,weak_inference,best clothing,
play_3b8f1800-3a00-41aa-bd7b-c14514fbfedf,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,best app,True,False,latent_intent,none,,confident,evaluation,weak_inference,best app,
play_e8c06115-6bc9-4186-bd8a-99aad38a1277,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,nice aap and service,True,True,latent_intent,none,,confident,evaluation,explicit,nice aap and service,
play_79166d9b-4eb7-4e01-8007-505e2a9a5898,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very nice experience,True,True,latent_intent,none,,confident,evaluation,explicit,very nice experience,
play_ed5ac60c-2662-48c7-b4fb-3ed8036beae2,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,the delivery atleast on my location always comes early products are good. app is minimal yet helpfull.,True,True,latent_intent,none,,confident,evaluation,explicit,the delivery atleast on my location always comes early products are good.,
play_ca85c1e8-2de4-4a86-b27f-b2f0e81336f0,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Great app for clothing and footwear ❤️,True,True,latent_intent,none,,excited,evaluation,explicit,Great app for clothing and footwear ❤️,
play_5df373ff-09c8-4d6d-8a9f-5758dfe73efc,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,Great,True,False,latent_intent,none,,confident,evaluation,weak_inference,Great,
play_03ab9004-eb91-4680-9181-e0b31e1c6458,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,"In the good old days Hero Honda used to have a TV ad with the tagline, 'fill it, shut it, forget it'. Myntra has a similar tagline... Buy it, We won't deliver it, Forget your money. Their chat actually has an option called... Shall we go ahead and take a complaint. What is the other option.... Do you want to forget your order and donate the money to Myntra? Its humanly impossible to be more incompetent than Myntra. It's basically a scam masquerading as a legitimate business.",False,True,unclear,delivery_returns,,frustrated,post_purchase,explicit,"Buy it, We won't deliver it, Forget your money.",
play_01c492bf-70d7-4a61-bdeb-2d5e12fad334,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,"One of the best myntra..so affortable ,abd stylish at the same time...No words just amazing",True,True,latent_intent,none,,excited,evaluation,explicit,"so affortable ,abd stylish at the same time...No words just amazing",
play_392e83a2-b1f8-4541-ae3b-bae880a3b7e1,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,worst service fraud service don't buy Myntra It cheat people waste people time worst service no 1 cheating and fraud aap it is,False,True,unclear,other,,frustrated,post_purchase,explicit,worst service fraud service don't buy Myntra,
play_a95bdbf3-4c7d-46c5-ac2c-b0e1bb88201f,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,"Myntra भारत का एक प्रसिद्ध और भरोसेमंद ऑनलाइन फैशन प्लेटफ़ॉर्म है, जिसने लोगों के लिए फैशन और शॉपिंग को बेहद आसान और सुविधाजनक बना दिया है। आज के डिजिटल दौर में जब लोग अपने घर से ही अपनी पसंद की चीज़ें खरीदना चाहते हैं, Myntra एक बेहतरीन विकल्प बनकर सामने आया है। इसकी मदद से हम अपने मोबाइल फोन से कुछ ही मिनटों में कपड़े और फैशन से जुड़ी अनेक चीज़ें देख और खरीद सकते हैं। Myntra की सबसे बड़ी खासियत इसकी शानदार और आकर्षक कलेक्शन है। यहाँ महिलाओं, पुरुषों और बच्चों के लिए अलग-अलग प्रकार के कपड़े उपल",True,True,latent_intent,none,,confident,evaluation,explicit,Myntra भारत का एक प्रसिद्ध और भरोसेमंद ऑनलाइन फैशन प्लेटफ़ॉर्म है,
play_18889d8f-b868-415c-9113-222e5de4208a,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,best quality,True,False,latent_intent,none,,confident,evaluation,explicit,best quality,
play_12c241a2-cbb8-4553-bece-d4234e7c3cf8,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very worthy,True,False,latent_intent,none,,confident,evaluation,explicit,very worthy,
play_a7c765d6-dd57-43cb-b014-7068e42b6230,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,It is a nice shopping platform i love it,True,False,unclear,none,,excited,post_purchase,weak_inference,It is a nice shopping platform i love it,
play_0996d634-ea2d-4714-8d9e-eafb79853f44,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,although expensive quality don't lie moreover friendly app with good customer care is just cherry on top,True,False,unclear,price_value,,confident,post_purchase,explicit,although expensive quality don't lie,
play_3e0e7de9-f086-4983-af89-2b70402a46dd,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,5,very useful app,True,False,unclear,none,,confident,post_purchase,weak_inference,very useful app,
play_5cc68a06-744e-4fe6-8298-3ad951e67922,google_play,android_app_review,https://play.google.com/store/apps/details?id=com.myntra.android,2026-08-16,1,dilivary late,True,False,unclear,delivery_returns,,frustrated,post_purchase,explicit,dilivary late,
